changeType,show,season,episode,title,field,old,new,traktSlug
overview_changed,In Plain Sight,1,5,Who Shot Jay Arnstein?,overview,,"Mary works to solve the mystery of who tried to kill her witness, an art dealer. To complicate matters, both his mistress and his wife are in the program...and key suspects.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,5,Who Shot Jay Arnstein?,traktFirstAired,,2008-06-30T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,6,High Priced Spread,title,,High Priced Spread,in-plain-sight
traktSlug_changed,In Plain Sight,1,6,High Priced Spread,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,6,High Priced Spread,traktIds,,"{'imdb': 'tt1127536', 'plex': {'guid': '5d9c0aea2192ba001f32b314'}, 'tmdb': 385452, 'tvdb': 369519, 'trakt': 393568}",in-plain-sight
overview_changed,In Plain Sight,1,6,High Priced Spread,overview,,"Mary learns that her witness, a NCAA basketball star, has a gambling problem",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,6,High Priced Spread,traktFirstAired,,2008-07-07T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,7,Iris Doesn't Live Here Anymore,title,,Iris Doesn't Live Here Anymore,in-plain-sight
traktSlug_changed,In Plain Sight,1,7,Iris Doesn't Live Here Anymore,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,7,Iris Doesn't Live Here Anymore,traktIds,,"{'imdb': 'tt1197845', 'plex': {'guid': '5d9c0aea2192ba001f32b320'}, 'tmdb': 385455, 'tvdb': 369520, 'trakt': 393569}",in-plain-sight
overview_changed,In Plain Sight,1,7,Iris Doesn't Live Here Anymore,overview,,The closeness of a family is tested when they enter the program after the daughter witnesses a shooting.,in-plain-sight
traktFirstAired_changed,In Plain Sight,1,7,Iris Doesn't Live Here Anymore,traktFirstAired,,2008-07-14T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,8,Don of the Dead,title,,Don of the Dead,in-plain-sight
traktSlug_changed,In Plain Sight,1,8,Don of the Dead,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,8,Don of the Dead,traktIds,,"{'imdb': 'tt1197846', 'plex': {'guid': '5d9c0aea2192ba001f32b31c'}, 'tmdb': 385458, 'tvdb': 369521, 'trakt': 393570}",in-plain-sight
overview_changed,In Plain Sight,1,8,Don of the Dead,overview,,A member of the Program under Mary's watch is in a car accident and Mary has to find out if it was an accident or related to his former life.,in-plain-sight
traktFirstAired_changed,In Plain Sight,1,8,Don of the Dead,traktFirstAired,,2008-07-21T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,9,"Good Cop, Dead Cop",title,,"Good Cop, Dead Cop",in-plain-sight
traktSlug_changed,In Plain Sight,1,9,"Good Cop, Dead Cop",traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,9,"Good Cop, Dead Cop",traktIds,,"{'imdb': 'tt1131232', 'plex': {'guid': '67e6578297207fbdab1f7c9d'}, 'tmdb': 385453, 'tvdb': 369522, 'trakt': 393571}",in-plain-sight
overview_changed,In Plain Sight,1,9,"Good Cop, Dead Cop",overview,,"Mary suffers the consequences when an attractive witness, who she slept with, is accused of murder.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,9,"Good Cop, Dead Cop",traktFirstAired,,2008-07-28T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,10,To Serge with Love,title,,To Serge with Love,in-plain-sight
traktSlug_changed,In Plain Sight,1,10,To Serge with Love,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,10,To Serge with Love,traktIds,,"{'imdb': 'tt1242223', 'plex': {'guid': '5d9c0aea2192ba001f32b324'}, 'tmdb': 385456, 'tvdb': 369523, 'trakt': 393572}",in-plain-sight
overview_changed,In Plain Sight,1,10,To Serge with Love,overview,,"Natasha, the mild mannered Ukrainian accountant, has gotten her new breasts, but her life becomes more complicated when she discovers that her new boyfriend is also in WITSEC.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,10,To Serge with Love,traktFirstAired,,2008-08-04T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,11,Stan by Me,title,,Stan by Me,in-plain-sight
traktSlug_changed,In Plain Sight,1,11,Stan by Me,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,11,Stan by Me,traktIds,,"{'imdb': 'tt1241889', 'plex': {'guid': '5d9c0aea2192ba001f32b318'}, 'tmdb': 385459, 'tvdb': 369524, 'trakt': 393573}",in-plain-sight
overview_changed,In Plain Sight,1,11,Stan by Me,overview,,"After watching her mother audition for ""Sweet Charity"" Mary is kidnapped; in New Jersey, Brandi's boyfriend Chuck is abducted and two FBI agents are killed; when federal agents suspect a connection, a nationwide manhunt ensues.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,11,Stan by Me,traktFirstAired,,2008-08-11T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,12,A Fine Meth,title,,A Fine Meth,in-plain-sight
traktSlug_changed,In Plain Sight,1,12,A Fine Meth,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,12,A Fine Meth,traktIds,,"{'imdb': 'tt1274622', 'plex': {'guid': '5d9c0aea2192ba001f32b32e'}, 'tmdb': 385460, 'tvdb': 379437, 'trakt': 393574}",in-plain-sight
overview_changed,In Plain Sight,1,12,A Fine Meth,overview,,The family regroups after Mary's ordeal; Stan and Marshall search for a way to force Spanky to tell the truth about Chuck's drug trafficking; the FBI corners Mary in her driveway with Brandi's suitcase full of meth in the back of her car.,in-plain-sight
traktFirstAired_changed,In Plain Sight,1,12,A Fine Meth,traktFirstAired,,2008-08-18T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,1,Gilted Lily,title,,Gilted Lily,in-plain-sight
traktSlug_changed,In Plain Sight,2,1,Gilted Lily,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,1,Gilted Lily,traktIds,,"{'imdb': 'tt1402299', 'plex': {'guid': '5d9c0aeaba6eb9001fbbeb23'}, 'tmdb': 385461, 'tvdb': 437523, 'trakt': 393575}",in-plain-sight
overview_changed,In Plain Sight,2,1,Gilted Lily,overview,,"A dead witness causes Mary to take leave of her administrative duties to solve a ""Ten Little Indians"" story, until her plan gets changed by her own brand of Post-Traumatic Stress disorder.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,1,Gilted Lily,traktFirstAired,,2009-04-20T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,2,In My Humboldt Opinion,title,,In My Humboldt Opinion,in-plain-sight
traktSlug_changed,In Plain Sight,2,2,In My Humboldt Opinion,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,2,In My Humboldt Opinion,traktIds,,"{'imdb': 'tt1370550', 'plex': {'guid': '67e6578297207fbdab1f7cc8'}, 'tmdb': 385467, 'tvdb': 560561, 'trakt': 393576}",in-plain-sight
overview_changed,In Plain Sight,2,2,In My Humboldt Opinion,overview,,A northern California marijuana mastermind cannot testify without using the drug to neutralize his anxiety disorder.,in-plain-sight
traktFirstAired_changed,In Plain Sight,2,2,In My Humboldt Opinion,traktFirstAired,,2009-04-27T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,3,A Stand-Up Triple,title,,A Stand-Up Triple,in-plain-sight
traktSlug_changed,In Plain Sight,2,3,A Stand-Up Triple,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,3,A Stand-Up Triple,traktIds,,"{'imdb': 'tt1392605', 'plex': {'guid': '5d9c0aea7b5c2e001e675481'}, 'tmdb': 385468, 'tvdb': 612601, 'trakt': 393577}",in-plain-sight
overview_changed,In Plain Sight,2,3,A Stand-Up Triple,overview,,"A witness finds herself having difficulty in managing her own brood of children, so Mary offers to babysit the trio of problem kids.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,3,A Stand-Up Triple,traktFirstAired,,2009-05-04T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,4,Rubble with a Cause,title,,Rubble with a Cause,in-plain-sight
traktSlug_changed,In Plain Sight,2,4,Rubble with a Cause,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,4,Rubble with a Cause,traktIds,,"{'imdb': 'tt1392606', 'plex': {'guid': '5d9c0aea7b5c2e001e67547b'}, 'tmdb': 385469, 'tvdb': 612611, 'trakt': 393578}",in-plain-sight
overview_changed,In Plain Sight,2,4,Rubble with a Cause,overview,,"A building collapses on one of Mary's witnesses, leaving him exposed to outside threats, so Mary has to risk her life in order to keep her witness safe.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,4,Rubble with a Cause,traktFirstAired,,2009-05-11T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,5,Aguna Matatala,title,,Aguna Matatala,in-plain-sight
traktSlug_changed,In Plain Sight,2,5,Aguna Matatala,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,5,Aguna Matatala,traktIds,,"{'imdb': 'tt1409289', 'plex': {'guid': '5d9c0aeaba6eb9001fbbeb3c'}, 'tmdb': 385470, 'tvdb': 612621, 'trakt': 393579}",in-plain-sight
overview_changed,In Plain Sight,2,5,Aguna Matatala,overview,,"An Orthodox Jew enters Witness Protection, but his wife refuses to join him. The situation is made more complicated by the fact he is being pursued by a man motivated by a higher authority.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,5,Aguna Matatala,traktFirstAired,,2009-05-18T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,6,One Night Stan,title,,One Night Stan,in-plain-sight
traktSlug_changed,In Plain Sight,2,6,One Night Stan,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,6,One Night Stan,traktIds,,"{'imdb': 'tt1392848', 'plex': {'guid': '5d9c0aea7b5c2e001e675475'}, 'tmdb': 385471, 'tvdb': 612631, 'trakt': 393580}",in-plain-sight
overview_changed,In Plain Sight,2,6,One Night Stan,overview,,Mary and Marshall find themselves in a difficult position when Stan's very first witness turns up dead and he is implicated in her murder.,in-plain-sight
traktFirstAired_changed,In Plain Sight,2,6,One Night Stan,traktFirstAired,,2009-06-01T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,7,Duplicate Bridge,title,,Duplicate Bridge,in-plain-sight
traktSlug_changed,In Plain Sight,2,7,Duplicate Bridge,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,7,Duplicate Bridge,traktIds,,"{'imdb': 'tt1430230', 'plex': {'guid': '5d9c0aeaba6eb9001fbbeb39'}, 'tmdb': 385472, 'tvdb': 612641, 'trakt': 393581}",in-plain-sight
overview_changed,In Plain Sight,2,7,Duplicate Bridge,overview,,An engineer blamed for a bridge collapse enters the program after being targeted by angry family members of the victims who died in the tragedy.,in-plain-sight
traktFirstAired_changed,In Plain Sight,2,7,Duplicate Bridge,traktFirstAired,,2009-06-08T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,8,A Frond in Need,title,,A Frond in Need,in-plain-sight
traktSlug_changed,In Plain Sight,2,8,A Frond in Need,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,8,A Frond in Need,traktIds,,"{'imdb': 'tt1434759', 'plex': {'guid': '5d9c0aea7b5c2e001e67547e'}, 'tmdb': 385473, 'tvdb': 736291, 'trakt': 393582}",in-plain-sight
overview_changed,In Plain Sight,2,8,A Frond in Need,overview,,"When a series of murders seem to follow a new ex-con witness, including stabbing Mary's friend, she and Marshall have to figure out if he's the killer in time to save his next victim.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,8,A Frond in Need,traktFirstAired,,2009-06-15T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,2,9,Who's Bugging Mary?,title,,Who's Bugging Mary?,in-plain-sight
traktSlug_changed,In Plain Sight,2,9,Who's Bugging Mary?,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,2,9,Who's Bugging Mary?,traktIds,,"{'imdb': 'tt1434760', 'plex': {'guid': '5d9c0aea7b5c2e001e67546c'}, 'tmdb': 385474, 'tvdb': 736301, 'trakt': 393583}",in-plain-sight
overview_changed,In Plain Sight,2,9,Who's Bugging Mary?,overview,,"FBI agent O'Connor arrests Brandi on charges of drug trafficking and murder. Insisting her sister is innocent, Mary works to help Brandi while ultimately trying to discover O'Connor's real motive for his actions.",in-plain-sight
traktFirstAired_changed,In Plain Sight,2,9,Who's Bugging Mary?,traktFirstAired,,2009-06-22T02:00:00.000Z,in-plain-sight
